 דוח שריפות מתאריך  01/01/2014  נכון ליום  03/05/2020 08:02:41,
ישוב              ,תאריך תחילת תוקף  ,תאריך סיום תוקף   ,מס היתר           ,מחוז              ,גידול             ,שעות שריפה        ,גוש ראשון         ,חלקה ראשונה       ,גוש שני           ,חלקה שניה         ,גוש שלישי         ,חלקה שלישית       ,
דפנה,04/05/2015,10/05/2015,12610,גולן גליל,אקליפטוס ענפים לקטיף,07:00-12:00,13248,4,,,,,
דפנה,01/03/2015,07/03/2015,12411,גולן גליל,אקליפטוס ענפים לקטיף,05:00-10:00,13248,4,,,,,
דקל,19/04/2017,20/04/2017,14121,נגב,לימון,07:00-12:00,100301,59,,,,,
הוד השרון,20/06/2016,21/06/2016,13490,מרכז,אפרסק,07:00-12:00,6312,18,6312,24,,,
הזורע,01/09/2019,02/09/2019,15592,השפלה וההר,עגבניות אשכולות בחממה צינון וחימום,05:00-10:00,2602,23,,,,,
הזורע,23/10/2017,24/10/2017,14403,השפלה וההר,עגבניות צ'רי לזרעים,07:00-12:00,2602,2,2602,3,,,
הזורע,06/09/2015,08/09/2015,12800,עמקים,אשכולית אדומה,05:00-10:00,20276,20,,,,,
היוגב,23/08/2015,25/08/2015,12770,עמקים,אספרגוס,05:00-10:00,11469,18,,,,,
היוגב,18/02/2014,24/02/2014,11192,עמקים,זית לשמן שלחין ובעל,10:00-16:00,11468,10,11469,15,11469,16,
הילה,01/04/2020,07/04/2020,15857,גולן גליל,זית לשמן שלחין ובעל,07:00-12:00,18652,90,18652,101,18652,103,
הר אדר,19/02/2014,25/02/2014,11174,השפלה וההר,זית לשמן שלחין ובעל,10:00-16:00,0,0,,,,,
הראל,07/09/2015,08/09/2015,12828,השפלה וההר,ענבי מאכל בחממה,05:00-10:00,4866,0,,,,,
הראל,01/09/2015,01/09/2015,12797,השפלה וההר,עינבי מאכל שלחין ובעל,05:00-10:00,4866,0,4567,0,,,
הראל,03/02/2015,05/02/2015,12339,השפלה וההר,גפן יין לריבוי *,10:00-16:00,4866,51,4866,50,,,
הראל,14/11/2014,20/11/2014,12183,השפלה וההר,ענבי מאכל בחממה,07:00-12:00,4866,51,,,,,
הראל,11/11/2014,12/11/2014,12167,השפלה וההר,משתלת גפן,07:00-12:00,4866,51,,,,,
ורד יריחו,24/02/2020,27/02/2020,15825,עמקים,תמר,10:00-16:00,11111,2,,,,,
ורד יריחו,21/11/2018,21/11/2018,15228,עמקים,תמר מג'הול ערבה תיכונה במיון ידני,10:00-16:00,30,342,,,,,
ורד יריחו,13/07/2014,13/07/2014,11739,עמקים,חציל   ,05:00-10:00,,,,,,,
זבדיאל,17/09/2019,19/09/2019,15626,נגב,אפרסק,05:00-10:00,10,10,,,,,
זבדיאל,10/07/2018,12/07/2018,14987,נגב,אפרסק,05:00-10:00,2942,100,,,,,
זוהר,04/04/2019,04/04/2019,15414,נגב,ענבי מאכל בחממה,07:00-12:00,,,,,,,
זוהר,12/02/2018,15/02/2018,14713,נגב,כרם כנות *,10:00-16:00,3698,61,,,,,
זיקים,05/10/2016,06/10/2016,13712,נגב,עגבניות בבית צמיחה,05:00-10:00,41,41,,,,,
זיקים,25/09/2016,28/09/2016,13690,נגב,עגבניות בבית צמיחה,05:00-10:00,41,41,,,,,
זיקים,07/07/2015,09/07/2015,12681,נגב,עגבניות בבית צמיחה,05:00-10:00,40,40,,,,,
זיתא,06/10/2014,12/10/2014,12027,מרכז,שמוטי,07:00-12:00,7900,34,,,,,
זכרון יעקב,27/02/2020,27/02/2020,15831,מרכז,משמש אורגני,10:00-16:00,11701,22,,,,,
זכרון יעקב,02/02/2020,02/02/2020,15811,מרכז,משמש אורגני,10:00-16:00,11701,8,11701,7,,,
זכרון יעקב,22/12/2019,23/12/2019,15776,מרכז,משמש אורגני,10:00-16:00,10211,9,,,,,
זכרון יעקב,18/12/2019,18/12/2019,15769,מרכז,כרם כנות *,10:00-16:00,10211,7,,,,,
זכרון יעקב,03/12/2019,03/12/2019,15743,מרכז,כרם כנות *,10:00-16:00,10213,10,,,,,
זכרון יעקב,28/11/2019,28/11/2019,15693,מרכז,שזיף,07:00-12:00,11336,17,,,,,
זכרון יעקב,06/10/2019,06/10/2019,15649,מרכז,כרם כנות *,07:00-12:00,11336,17,,,,,
זכרון יעקב,03/10/2019,03/10/2019,15648,מרכז,כרם כנות *,07:00-12:00,10935,16,,,,,
זכרון יעקב,17/09/2019,17/09/2019,15629,מרכז,משמש אורגני,05:00-10:00,11336,24,,,,,
זכרון יעקב,05/09/2019,05/09/2019,15600,מרכז,נקטרינה,05:00-10:00,10229,8,,,,,
זכרון יעקב,18/08/2019,19/08/2019,15571,מרכז,נקטרינה,05:00-10:00,11338,1,10229,8,,,
זכרון יעקב,01/08/2019,01/08/2019,15552,מרכז,משמש אורגני,05:00-10:00,11332,6,,,,,
זכרון יעקב,29/07/2019,29/07/2019,15549,מרכז,משמש אורגני,05:00-10:00,11801,10,11801,19,,,
זכרון יעקב,08/04/2019,08/04/2019,15415,מרכז,כרם כנות *,07:00-12:00,11332,6,,,,,
זכרון יעקב,20/03/2019,20/03/2019,15362,מרכז,נקטרינה,07:00-12:00,10225,10,,,,,
זכרון יעקב,29/01/2019,29/01/2019,15321,מרכז,משמש אורגני,10:00-16:00,11701,15,,,,,
זכרון יעקב,29/01/2019,29/01/2019,15322,מרכז,משמש אורגני,10:00-16:00,11701,8,,,,,
זכרון יעקב,25/12/2018,25/12/2018,15265,מרכז,משמש אורגני,10:00-16:00,11334,3,,,,,
זכרון יעקב,13/12/2018,13/12/2018,15264,מרכז,משמש אורגני,10:00-16:00,11702,10,,,,,
זכרון יעקב,27/11/2018,27/11/2018,15251,מרכז,שסק,10:00-16:00,10211,9,,,,,
זכרון יעקב,26/11/2018,26/11/2018,15235,מרכז,כרם כנות *,05:00-10:00,10227,8,,,,,
זכרון יעקב,20/11/2018,20/11/2018,15218,מרכז,משמש אורגני,10:00-16:00,11332,6,,,,,
זכרון יעקב,20/11/2018,20/11/2018,15221,מרכז,כרם כנות *,10:00-16:00,11275,21,,,,,
זכרון יעקב,13/11/2018,13/11/2018,15196,מרכז,משמש אורגני,07:00-12:00,11701,8,,,,,
זכרון יעקב,11/11/2018,11/11/2018,15169,מרכז,שזיף,07:00-12:00,10213,35,,,,,
זכרון יעקב,08/11/2018,08/11/2018,15163,מרכז,משמש אורגני,07:00-12:00,11701,17,,,,,
זכרון יעקב,01/11/2018,01/11/2018,15153,מרכז,משמש אורגני,07:00-12:00,10229,7,10229,8,,,
זכרון יעקב,21/10/2018,21/10/2018,15144,מרכז,כרם כנות *,07:00-12:00,11336,5,,,,,
זכרון יעקב,21/10/2018,21/10/2018,15139,מרכז,שסק,07:00-12:00,11325,43,,,,,
זכרון יעקב,15/10/2018,15/10/2018,15124,מרכז,שסק,07:00-12:00,10228,6,,,,,
זכרון יעקב,08/10/2018,08/10/2018,15099,מרכז,משמש אורגני,07:00-12:00,10229,8,,,,,
זכרון יעקב,08/10/2018,08/10/2018,15100,מרכז,תפוח,07:00-12:00,10212,16,,,,,
זכרון יעקב,07/10/2018,07/10/2018,15093,מרכז,אפרסק,07:00-12:00,10229,7,10229,8,,,
זכרון יעקב,07/10/2018,07/10/2018,15094,מרכז,אפרסק,07:00-12:00,11337,7,,,,,
זכרון יעקב,04/10/2018,04/10/2018,15090,מרכז,כרם כנות *,07:00-12:00,12075,3,12075,4,,,
זכרון יעקב,13/09/2018,13/09/2018,15076,מרכז,שסק,05:00-10:00,10230,8,,,,,
זכרון יעקב,06/09/2018,06/09/2018,15061,מרכז,משמש אורגני,05:00-10:00,10211,9,,,,,
זכרון יעקב,05/09/2018,05/09/2018,15058,מרכז,משמש אורגני,05:00-10:00,11701,17,,,,,
זכרון יעקב,17/07/2018,18/07/2018,15008,מרכז,שסק,05:00-10:00,11332,2,,,,,
זכרון יעקב,16/07/2018,17/07/2018,15000,מרכז,משמש אורגני,05:00-10:00,10224,36,10224,37,10224,38,
זכרון יעקב,10/07/2018,10/07/2018,14989,מרכז,משמש אורגני,05:00-10:00,10227,8,,,,,
זכרון יעקב,01/07/2018,01/07/2018,14976,מרכז,משמש אורגני,05:00-10:00,11801,10,,,,,
זכרון יעקב,12/06/2018,12/06/2018,14949,מרכז,גפן יין לריבוי *,07:00-12:00,10209,46,,,,,
זכרון יעקב,15/04/2018,15/04/2018,14847,מרכז,גפן יין לריבוי *,07:00-12:00,11275,14,,,,,
זכרון יעקב,26/03/2018,26/03/2018,14832,מרכז,כרם כנות *,07:00-12:00,11276,4,,,,,
זכרון יעקב,20/03/2018,20/03/2018,14810,מרכז,משמש אורגני,07:00-12:00,11703,8,,,,,
זכרון יעקב,07/03/2018,07/03/2018,14707,מרכז,כרם כנות *,10:00-16:00,10230,11,,,,,
זכרון יעקב,21/02/2018,21/02/2018,14729,מרכז,אפרסק,10:00-16:00,11325,43,,,,,
זכרון יעקב,07/02/2018,07/02/2018,14711,מרכז,אפרסק,10:00-16:00,10230,4,,,,,
זכרון יעקב,10/01/2018,10/01/2018,14627,מרכז,משמש אורגני,10:00-16:00,11326,22,,,,,
זכרון יעקב,09/01/2018,09/01/2018,14623,מרכז,משמש אורגני,10:00-16:00,11701,1,,,,,
זכרון יעקב,28/12/2017,28/12/2017,14613,מרכז,אפרסק,10:00-16:00,10228,6,,,,,
זכרון יעקב,05/12/2017,05/12/2017,14547,מרכז,אפרסק,10:00-16:00,10136,25,,,,,
זכרון יעקב,30/11/2017,30/11/2017,14543,מרכז,רימון,05:00-10:00,10228,6,,,,,
זכרון יעקב,28/11/2017,28/11/2017,14528,מרכז,משמש אורגני,07:00-12:00,11703,8,,,,,
זכרון יעקב,27/11/2017,27/11/2017,14525,מרכז,כרם כנות *,05:00-10:00,10211,1,,,,,
זכרון יעקב,20/11/2017,20/11/2017,14517,מרכז,גפן יין לריבוי *,05:00-10:00,10212,32,,,,,
זכרון יעקב,15/11/2017,15/11/2017,14506,מרכז,שסק,07:00-12:00,10211,1,,,,,
זכרון יעקב,14/11/2017,14/11/2017,14497,מרכז,משמש אורגני,07:00-12:00,11701,1,,,,,
זכרון יעקב,09/11/2017,09/11/2017,14482,מרכז,נקטרינה,07:00-12:00,10225,18,,,,,
זכרון יעקב,08/11/2017,08/11/2017,14467,מרכז,כרם כנות *,07:00-12:00,11337,3,,,,,
זכרון יעקב,07/11/2017,07/11/2017,14458,מרכז,משמש אורגני,07:00-12:00,11336,24,,,,,
זכרון יעקב,06/11/2017,06/11/2017,14456,מרכז,כרם כנות *,07:00-12:00,10212,17,,,,,
זכרון יעקב,29/10/2017,29/10/2017,14438,מרכז,משמש אורגני,07:00-12:00,11332,1,,,,,
זכרון יעקב,26/10/2017,26/10/2017,14433,מרכז,שסק,07:00-12:00,10230,8,,,,,
זכרון יעקב,23/10/2017,23/10/2017,14407,מרכז,משמש אורגני,07:00-12:00,11721,13,,,,,
זכרון יעקב,19/10/2017,19/10/2017,14397,מרכז,נקטרינה,07:00-12:00,10225,18,,,,,
זכרון יעקב,03/10/2017,03/10/2017,14376,מרכז,אפרסק,07:00-12:00,10199,50,,,,,
זכרון יעקב,28/08/2017,28/08/2017,14308,מרכז,משמש אורגני,05:00-10:00,11332,1,,,,,
זכרון יעקב,22/08/2017,22/08/2017,14302,מרכז," לול ""סבתות""",05:00-10:00,10211,7,,,,,
זכרון יעקב,21/08/2017,21/08/2017,14300,מרכז,משמש אורגני,05:00-10:00,11701,8,,,,,
זכרון יעקב,20/07/2017,20/07/2017,14251,מרכז,משמש אורגני,05:00-10:00,10225,22,,,,,
זכרון יעקב,29/03/2017,29/03/2017,14092,מרכז,נקטרינה,07:00-12:00,11325,43,,,,,
זכרון יעקב,28/03/2017,03/04/2017,14083,גולן גליל,אגס,07:00-12:00,13352,8,13352,10,13352,21,
זכרון יעקב,22/03/2017,22/03/2017,14068,מרכז,שזיף,07:00-12:00,10225,14,,,,,
זכרון יעקב,21/03/2017,21/03/2017,14052,מרכז,אפרסק,10:00-16:00,11325,43,11721,1,,,
זכרון יעקב,20/02/2017,21/02/2017,13975,מרכז,אפרסמון,10:00-16:00,10224,38,,,,,
זכרון יעקב,06/02/2017,06/02/2017,13952,מרכז,גפן יין לריבוי *,10:00-16:00,11276,4,,,,,
זכרון יעקב,05/02/2017,05/02/2017,13942,מרכז,גפן יין לריבוי *,10:00-16:00,10213,16,10213,26,,,
זכרון יעקב,23/01/2017,23/01/2017,13914,מרכז,נקטרינה,10:00-16:00,11336,4,,,,,
זכרון יעקב,19/01/2017,19/01/2017,13911,מרכז,כרם כנות *,10:00-16:00,11336,16,,,,,
זכרון יעקב,14/11/2016,15/11/2016,13799,מרכז,כרם כנות *,07:00-12:00,10229,11,,,,,
זכרון יעקב,07/11/2016,08/11/2016,13751,מרכז,נקטרינה,07:00-12:00,10212,18,,,,,
זכרון יעקב,07/11/2016,08/11/2016,13777,מרכז,כרם כנות *,07:00-12:00,10213,38,,,,,
זכרון יעקב,31/10/2016,31/10/2016,13762,מרכז,כרם כנות *,07:00-12:00,10213,8,,,,,
זכרון יעקב,30/10/2016,30/10/2016,13745,מרכז,משמש אורגני,07:00-12:00,11336,24,,,,,
זכרון יעקב,10/10/2016,10/10/2016,13735,מרכז,אפרסק,07:00-12:00,10224,65,,,,,
זכרון יעקב,10/10/2016,10/10/2016,13732,מרכז,ענבי מאכל בחממה,07:00-12:00,11276,17,11276,44,,,
זכרון יעקב,26/09/2016,27/09/2016,13696,מרכז,משמש אורגני,05:00-10:00,11336,12,,,,,
זכרון יעקב,26/09/2016,27/09/2016,13699,מרכז,משמש אורגני,05:00-10:00,11332,1,,,,,
זכרון יעקב,26/09/2016,27/09/2016,13701,מרכז,משמש אורגני,05:00-10:00,10213,11,,,,,
זכרון יעקב,26/09/2016,27/09/2016,13708,מרכז,כרם כנות *,05:00-10:00,10224,38,,,,,
זכרון יעקב,26/09/2016,27/09/2016,13694,מרכז,משמש אורגני,05:00-10:00,11332,6,,,,,
זכרון יעקב,24/08/2016,25/08/2016,13624,מרכז,נקטרינה,05:00-10:00,11701,8,,,,,
זכרון יעקב,03/08/2016,03/08/2016,13568,מרכז,משמש אורגני,05:00-10:00,11324,33,11324,32,11324,3,
זכרון יעקב,18/07/2016,19/07/2016,13546,מרכז,משמש אורגני,05:00-10:00,10225,22,,,,,
זכרון יעקב,12/07/2016,13/07/2016,13521,מרכז,עינבי יין  שלחין ובעל,05:00-10:00,10230,2,,,,,
זכרון יעקב,11/07/2016,12/07/2016,13529,מרכז,אפרסק,05:00-10:00,10199,48,,,,,
זכרון יעקב,11/07/2016,12/07/2016,13528,מרכז,משמש אורגני,05:00-10:00,10211,5,,,,,
זכרון יעקב,11/07/2016,12/07/2016,13533,מרכז,משמש אורגני,05:00-10:00,10211,4,,,,,
זכרון יעקב,11/07/2016,12/07/2016,13531,מרכז,משמש אורגני,05:00-10:00,10211,3,,,,,
זכרון יעקב,04/07/2016,05/07/2016,13520,מרכז,אפרסמון,05:00-10:00,10210,32,,,,,
זכרון יעקב,27/06/2016,28/06/2016,13502,מרכז,גויאבה,05:00-10:00,10224,65,,,,,
זכרון יעקב,29/03/2016,31/03/2016,13340,מרכז,זית לשמן שלחין ובעל,07:00-12:00,11332,6,,,,,
זכרון יעקב,29/03/2016,31/03/2016,13276,מרכז,משמש אורגני,07:00-12:00,11701,1,,,,,
זכרון יעקב,06/03/2016,08/03/2016,13286,מרכז,שסק,10:00-16:00,11276,16,11276,17,11276,18,
זכרון יעקב,06/03/2016,08/03/2016,13275,מרכז,שסק,10:00-16:00,11325,43,11721,1,,,
זכרון יעקב,02/02/2016,04/02/2016,13190,מרכז,משמש אורגני,10:00-16:00,11336,11,11337,23,,,
זכרון יעקב,02/02/2016,04/02/2016,13192,מרכז,שזיף,10:00-16:00,10225,14,,,,,
זכרון יעקב,11/01/2016,14/01/2016,13160,מרכז,כרם כנות *,10:00-16:00,12075,3,12075,4,11721,22,
זכרון יעקב,21/12/2015,24/12/2015,13114,מרכז,רימון,10:00-16:00,10211,5,,,,,
זכרון יעקב,21/12/2015,24/12/2015,13116,מרכז,אפרסמון,10:00-16:00,10211,4,,,,,
זכרון יעקב,07/12/2015,10/12/2015,13061,מרכז,משמש אורגני,10:00-16:00,11336,24,,,,,
זכרון יעקב,27/11/2015,29/11/2015,13034,מרכז,זית למאכל שלחין ובעל,10:00-16:00,11801,1,11801,2,,,
זכרון יעקב,11/11/2015,17/11/2015,12966,מרכז,משמש אורגני,07:00-12:00,11324,33,,,,,
זכרון יעקב,11/11/2015,17/11/2015,12968,מרכז,שסק,07:00-12:00,11702,6,11275,22,,,
זכרון יעקב,11/11/2015,17/11/2015,12961,מרכז,משמש אורגני,07:00-12:00,11324,3,,,,,
זכרון יעקב,11/11/2015,17/11/2015,12963,מרכז,משמש אורגני,07:00-12:00,10212,21,11334,2,10128,2,
זכרון יעקב,11/11/2015,17/11/2015,12964,מרכז,אפרסק,07:00-12:00,11326,35,10168,26,,,
זכרון יעקב,19/10/2015,25/10/2015,12923,מרכז,אפרסק,07:00-12:00,11336,11,,,,,
זכרון יעקב,19/10/2015,25/10/2015,12915,מרכז,משמש אורגני,07:00-12:00,12079,1,12079,6,,,
זכרון יעקב,24/09/2015,30/09/2015,12851,מרכז,משמש אורגני,05:00-10:00,11332,6,,,,,
זכרון יעקב,24/09/2015,30/09/2015,12852,מרכז,כרם כנות *,05:00-10:00,10935,141,,,,,
זכרון יעקב,07/09/2015,13/09/2015,12812,מרכז,משמש אורגני,05:00-10:00,11701,8,,,,,
זכרון יעקב,07/09/2015,13/09/2015,12815,מרכז,נקטרינה,05:00-10:00,10213,8,,,,,
זכרון יעקב,07/09/2015,13/09/2015,12822,מרכז,נקטרינה,05:00-10:00,113351,1,,,,,
זכרון יעקב,26/08/2015,01/09/2015,12724,מרכז,משמש אורגני,05:00-10:00,10230,10,,,,,
זכרון יעקב,26/08/2015,01/09/2015,12782,מרכז,משמש אורגני,05:00-10:00,8770,73,,,,,
זכרון יעקב,10/08/2015,16/08/2015,12721,מרכז,נקטרינה,05:00-10:00,10225,1,10225,4,10225,5,
זכרון יעקב,06/08/2015,12/08/2015,12720,מרכז,נקטרינה,05:00-10:00,11275,14,,,,,
זכרון יעקב,06/08/2015,12/08/2015,12723,מרכז,משמש אורגני,05:00-10:00,11801,10,,,,,
זכרון יעקב,06/08/2015,12/08/2015,12734,מרכז,כרם כנות *,05:00-10:00,10136,12,,,,,
זכרון יעקב,22/07/2015,28/07/2015,12707,מרכז,משמש אורגני,05:00-10:00,10225,22,,,,,
זכרון יעקב,12/05/2015,18/05/2015,12618,מרכז,גפן יין לריבוי *,07:00-12:00,10211,10,10211,11,,,
זכרון יעקב,04/05/2015,10/05/2015,12582,מרכז,משמיש,07:00-12:00,11336,12,11336,18,11337,27,
זכרון יעקב,04/05/2015,10/05/2015,12537,מרכז,משמיש,07:00-12:00,11334,5,,,,,
זכרון יעקב,04/05/2015,10/05/2015,12541,מרכז,משמיש,07:00-12:00,11332,4,,,,,
זכרון יעקב,03/05/2015,07/05/2015,12436,מרכז,אפרסמון,07:00-12:00,11276,17,11276,18,,,
זכרון יעקב,30/03/2015,05/04/2015,12510,מרכז,משמיש,07:00-12:00,11336,5,,,,,
זכרון יעקב,23/03/2015,26/03/2015,12285,מרכז,נקטרינה,10:00-16:00,212,18,,,,,
זכרון יעקב,16/03/2015,22/03/2015,12441,מרכז,עינבי יין  שלחין ובעל,10:00-16:00,11721,1,,,,,
זכרון יעקב,05/03/2015,11/03/2015,12428,מרכז,גפן יין לריבוי *,10:00-16:00,10230,2,,,,,
זכרון יעקב,02/03/2015,08/03/2015,12370,מרכז,משמיש,10:00-16:00,11325,19,,,,,
זכרון יעקב,01/02/2015,07/02/2015,12359,מרכז,אפרסק,10:00-16:00,10224,65,,,,,
זכרון יעקב,13/01/2015,19/01/2015,12300,מרכז,משמיש,10:00-16:00,11341,5,,,,,
זכרון יעקב,13/01/2015,19/01/2015,12299,מרכז,משמיש,10:00-16:00,10228,6,,,,,
זכרון יעקב,13/01/2015,19/01/2015,12286,מרכז,זית למאכל שלחין ובעל,10:00-16:00,11325,16,,,,,
זכרון יעקב,31/12/2014,06/01/2015,12277,מרכז,שסק,10:00-16:00,11701,15,,,,,
זכרון יעקב,16/12/2014,18/12/2014,12216,מרכז,משמיש,10:00-16:00,10161,29,,,,,
זכרון יעקב,08/12/2014,14/12/2014,12195,מרכז,משמיש,10:00-16:00,11341,5,,,,,
זכרון יעקב,08/12/2014,14/12/2014,12215,מרכז,משמיש,10:00-16:00,11324,3,,,,,
זכרון יעקב,01/12/2014,07/12/2014,12197,מרכז,זית למאכל שלחין ובעל,10:00-16:00,11326,31,11326,32,11326,33,
זכרון יעקב,18/11/2014,24/11/2014,12191,מרכז,משמיש,10:00-16:00,11801,8,,,,,
זכרון יעקב,12/11/2014,18/11/2014,12153,מרכז,שסק,07:00-12:00,10211,9,,,,,
זכרון יעקב,12/11/2014,18/11/2014,12154,מרכז,שסק,07:00-12:00,11275,22,,,,,
זכרון יעקב,29/10/2014,04/11/2014,12092,מרכז,שזיף,07:00-12:00,11328,13,,,,,
זכרון יעקב,29/10/2014,04/11/2014,12122,מרכז,משמיש,07:00-12:00,11801,8,,,,,
זכרון יעקב,29/10/2014,04/11/2014,12075,מרכז,נקטרינה,07:00-12:00,11701,8,,,,,
זכרון יעקב,29/10/2014,04/11/2014,12079,מרכז,אפרסק,07:00-12:00,10230,12,,,,,
זכרון יעקב,29/10/2014,04/11/2014,12094,מרכז,משמיש,07:00-12:00,12074,1,,,,,
זכרון יעקב,27/10/2014,02/11/2014,12107,מרכז,שסק,07:00-12:00,10211,9,,,,,
זכרון יעקב,05/10/2014,11/10/2014,12023,מרכז,גפן יין לריבוי *,07:00-12:00,10213,45,10213,47,,,
זכרון יעקב,30/09/2014,06/10/2014,11991,מרכז,שזיף,05:00-10:00,12079,1,12079,2,12079,3,
זכרון יעקב,15/09/2014,21/09/2014,11931,מרכז,משמיש,05:00-10:00,11332,6,,,,,
זכרון יעקב,10/09/2014,16/09/2014,11917,מרכז,אפרסק,05:00-10:00,11703,2,,,,,
זכרון יעקב,31/08/2014,06/09/2014,11883,מרכז,שזיף,05:00-10:00,11328,13,,,,,
זכרון יעקב,18/08/2014,24/08/2014,11843,מרכז,אפרסק,05:00-10:00,11325,43,11721,2,,,
זכרון יעקב,18/08/2014,24/08/2014,11844,מרכז,משמש אורגני,05:00-10:00,11701,8,,,,,
זכרון יעקב,21/07/2014,27/07/2014,11775,מרכז,נקטרינה,05:00-10:00,10212,18,,,,,
זכרון יעקב,15/07/2014,21/07/2014,11753,מרכז,אנונה,05:00-10:00,11702,3,,,,,
זכרון יעקב,15/07/2014,21/07/2014,11752,מרכז,משמש אורגני,05:00-10:00,11801,10,11801,19,,,
זכרון יעקב,15/07/2014,21/07/2014,11754,מרכז,שסק,05:00-10:00,11701,14,,,,,
זכרון יעקב,15/07/2014,21/07/2014,11755,מרכז,משמש אורגני,05:00-10:00,10225,22,,,,,
זכרון יעקב,23/06/2014,29/06/2014,11663,מרכז,משמש אורגני,05:00-10:00,10225,7,11721,22,,,
זכרון יעקב,23/06/2014,01/06/2014,11513,מרכז,משמש אורגני,07:00-12:00,12079,1,12079,2,12079,3,
זכרון יעקב,23/06/2014,29/06/2014,11664,מרכז,נקטרינה,05:00-10:00,10224,27,,,,,
זכרון יעקב,23/06/2014,01/06/2014,11514,מרכז,משמש אורגני,07:00-12:00,12079,4,12079,5,12079,6,
זכרון יעקב,28/04/2014,04/05/2014,11518,מרכז,אפרסמון,07:00-12:00,11276,16,,,,,
זכרון יעקב,09/04/2014,15/04/2014,11439,מרכז,משמש אורגני,07:00-12:00,11336,12,11336,18,,,
זכרון יעקב,24/03/2014,30/03/2014,11388,מרכז,אפרסק,07:00-12:00,11325,43,,,,,
זכרון יעקב,17/03/2014,23/03/2014,11331,מרכז,כרם כנות *,07:00-12:00,10213,10,,,,,
זכרון יעקב,04/03/2014,10/03/2014,11285,מרכז,אפרסק,05:00-10:00,10210,17,11721,19,,,
זכרון יעקב,04/03/2014,10/03/2014,11281,מרכז,תפוח,05:00-10:00,12080,6,,,,,
זכרון יעקב,24/02/2014,02/03/2014,11225,מרכז,כרם כנות *,10:00-16:00,10195,3,11721,2,,,
זכרון יעקב,24/02/2014,02/03/2014,11220,מרכז,משמש אורגני,10:00-16:00,11325,5,,,,,
זכרון יעקב,24/02/2014,02/03/2014,11224,מרכז,כרם כנות *,10:00-16:00,10221,2,12079,4,10211,3,
זכרון יעקב,10/02/2014,16/02/2014,11156,מרכז,משמש אורגני,05:00-10:00,11332,6,10225,22,,,
זכרון יעקב,10/02/2014,16/02/2014,11150,מרכז,נקטרינה,10:00-16:00,11336,9,,,,,
זכרון יעקב,10/02/2014,16/02/2014,11155,מרכז,משמש אורגני,10:00-16:00,10230,7,10230,9,,,
זכרון יעקב,04/02/2014,10/02/2014,11132,מרכז,כרם כנות *,10:00-16:00,10209,4,,,,,
זכרון יעקב,04/02/2014,10/02/2014,11131,מרכז,כרם כנות *,10:00-16:00,10191,2,,,,,
זכרון יעקב,04/02/2014,10/02/2014,11138,מרכז,משמש אורגני,10:00-16:00,11336,5,11275,28,,,
זכרון יעקב,20/01/2014,26/01/2014,11087,מרכז,אפרסק,10:00-16:00,11338,11,11325,31,,,
זכרון יעקב,20/01/2014,26/01/2014,11088,מרכז,אפרסק,10:00-16:00,11325,20,,,,,
זכרון יעקב,13/01/2014,19/01/2014,11073,מרכז,משמש אורגני,10:00-16:00,11325,19,,,,,
זכרון יעקב,13/01/2014,19/01/2014,11072,מרכז,שזיף,10:00-16:00,10230,12,,,,,
זכרון יעקב,06/01/2014,12/01/2014,11032,מרכז,נקטרינה,10:00-16:00,10212,18,,,,,
זכרון יעקב,05/01/2014,11/01/2014,11016,מרכז,כרם כנות *,10:00-16:00,10228,13,10228,15,11721,33,
זכרון יעקב,05/01/2014,11/01/2014,11020,מרכז,שזיף,10:00-16:00,11335,1,,,,,
זכריה,12/11/2014,14/11/2014,12177,השפלה וההר,משמש אורגני,07:00-12:00,34166,1,,,,,
זכריה,11/11/2014,13/11/2014,12165,השפלה וההר,משמש אורגני,07:00-12:00,34166,1,,,,,
זמר,24/09/2015,30/09/2015,12859,מרכז,זית לשמן שלחין ובעל,05:00-10:00,8653,14,,,,,
זמרת,18/03/2019,20/03/2019,15378,נגב,לימון,10:00-16:00,1,32,,,,,
זמרת,20/08/2018,23/08/2018,15041,נגב,לימון,05:00-10:00,39658,12,,,,,
זמרת,28/03/2018,29/03/2018,14837,נגב,לימון,07:00-12:00,49588,2,,,,,
זמרת,08/11/2017,09/11/2017,14473,נגב,לימון,07:00-12:00,10500,16,,,,,
זמרת,16/10/2017,18/10/2017,14389,נגב,לימון,07:00-12:00,36985,16,,,,,
זמרת,17/09/2017,19/09/2017,14342,נגב,לימון,05:00-10:00,7412,30,,,,,
זמרת,14/09/2017,14/09/2017,14335,נגב,לימון,05:00-10:00,7412,30,,,,,
זמרת,12/09/2016,13/09/2016,13665,נגב,לימון,05:00-10:00,80,80,,,,,
זמרת,06/09/2016,07/09/2016,13650,נגב,לימון,05:00-10:00,80,80,,,,,
זמרת,22/06/2015,25/06/2015,12670,נגב,לימון,05:00-10:00,55,55,,,,,
זנוח,06/02/2020,06/02/2020,15821,השפלה וההר,אתרוג,10:00-16:00,5224,8,,,,,
זנוח,11/03/2019,11/03/2019,15370,השפלה וההר,זית לשמן שלחין ובעל,10:00-16:00,30441,4,,,,,
זנוח,03/02/2019,03/02/2019,15327,השפלה וההר,אתרוג,10:00-16:00,5224,8,,,,,
